asn=0    	id=-1  	Main	copying configuration file E:\tsch-sim-tegveer\examples\7_nodes_topology\config.json to output directory E:\tsch-sim-tegveer\results\2023-08-14_23-55-08\config.json[MAIN]
asn=0    	id=-1  	Main	initializing 600 seconds long simulation...[SIMULATOR]
asn=0    	id=-1  	TSCH	initializing leaf-and-forwarder scheduler [SCHEDULER_NEW]
asn=0    	id=-1  	Main	creating 1 "root" nodes...[SIMULATOR]
asn=0    	id=-1  	Main	creating 1 "intermediate2" nodes...[SIMULATOR]
asn=0    	id=-1  	Main	creating 1 "intermediate3" nodes...[SIMULATOR]
asn=0    	id=-1  	Main	creating 1 "leaf1" nodes...[SIMULATOR]
asn=0    	id=-1  	Main	creating 2 "leaf2" nodes...[SIMULATOR]
asn=0    	id=-1  	Main	creating 1 "leaf3" nodes...[SIMULATOR]
asn=0    	id=-1  	App	new packet source, from=2 for=1 period=1 warmup=50 [PACKET_SOURCE]
asn=0    	id=-1  	App	new packet source, from=3 for=1 period=1 warmup=50 [PACKET_SOURCE]
asn=0    	id=-1  	App	new packet source, from=4 for=1 period=3 warmup=50 [PACKET_SOURCE]
asn=0    	id=-1  	App	new packet source, from=5 for=1 period=3 warmup=50 [PACKET_SOURCE]
asn=0    	id=-1  	App	new packet source, from=6 for=1 period=3 warmup=50 [PACKET_SOURCE]
asn=0    	id=-1  	App	new packet source, from=7 for=1 period=3 warmup=50 [PACKET_SOURCE]
asn=0    	id=-1  	Main	warning: no connections defined for node type "root"[SIMULATOR]
asn=0    	id=-1  	Main	warning: no connections defined for node type "intermediate2"[SIMULATOR]
asn=0    	id=-1  	Main	warning: no connections defined for node type "intermediate3"[SIMULATOR]
asn=0    	id=-1  	Main	warning: no connections defined for node type "leaf1"[SIMULATOR]
asn=0    	id=-1  	Main	warning: no connections defined for node type "leaf2"[SIMULATOR]
asn=0    	id=-1  	Main	warning: no connections defined for node type "leaf3"[SIMULATOR]
asn=0    	id=-1  	Main	simulation created[SIMULATOR]
asn=0    	id=-1  	Main	starting simulation main loop...[SIMULATOR]
asn=0    	id=1   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=0    	id=1   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=0    	id=1   	TSCH	*** initializing leaf-and-forwarder scheduler, slotframe_size=7 [SCHEDULER NEW]
asn=0    	id=1   	Node	Slotframe number 1 added from node: 1 [NODE]
asn=0    	id=1   	Node	Add cell in timeslot: 0 channel offset: 0 in slotframe: 1
asn=0    	id=1   	TSCH	about to add cells at channel offset=2 called by node 1 [SCHEDULER NEW]
asn=0    	id=1   	Node	Add cell in timeslot: 3 channel offset: 2 in slotframe: 1
asn=0    	id=1   	Node	Add cell in timeslot: 4 channel offset: 2 in slotframe: 1
asn=0    	id=1   	Node	Add cell in timeslot: 5 channel offset: 2 in slotframe: 1
asn=0    	id=1   	Node	becomes TSCH coordinator
asn=0    	id=1   	TSCH	Node has joined TSCH as coordinator [NODE]
asn=0    	id=1   	Node	Start method called from Manual Routing for 1
asn=0    	id=1   	Node	Route File Read successfully [ROUTING MANUAL]
asn=0    	id=1   	Node	File loaded into struct successfully [ROUTING MANUAL]
asn=0    	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=0    	id=1   	TSCH	Node has joined TSCH [NODE]
asn=0    	id=1   	Node	update time source called [NODE]
asn=0    	id=1   	Main	Local repair method called from Manual Routing [ROUTING MANUAL]
asn=0    	id=2   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=0    	id=2   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=0    	id=2   	TSCH	*** initializing leaf-and-forwarder scheduler, slotframe_size=7 [SCHEDULER NEW]
asn=0    	id=2   	Node	Slotframe number 1 added from node: 2 [NODE]
asn=0    	id=2   	Node	Add cell in timeslot: 0 channel offset: 0 in slotframe: 1
asn=0    	id=2   	TSCH	about to add cells at channel offset=3 called by node 2 [SCHEDULER NEW]
asn=0    	id=2   	Node	Add cell in timeslot: 3 channel offset: 2 in slotframe: 1
asn=0    	id=2   	Node	Add cell in timeslot: 6 channel offset: 3 in slotframe: 1
asn=0    	id=2   	Node	Add cell in timeslot: 1 channel offset: 3 in slotframe: 1
asn=0    	id=2   	TSCH	Node has joined TSCH [NODE]
asn=0    	id=2   	Node	update time source called [NODE]
asn=0    	id=2   	Main	Local repair method called from Manual Routing [ROUTING MANUAL]
asn=0    	id=2   	Node	scanning on channel=20...[NODE]
asn=0    	id=3   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=0    	id=3   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=0    	id=3   	TSCH	*** initializing leaf-and-forwarder scheduler, slotframe_size=7 [SCHEDULER NEW]
asn=0    	id=3   	Node	Slotframe number 1 added from node: 3 [NODE]
asn=0    	id=3   	Node	Add cell in timeslot: 0 channel offset: 0 in slotframe: 1
asn=0    	id=3   	TSCH	about to add cells at channel offset=4 called by node 3 [SCHEDULER NEW]
asn=0    	id=3   	Node	Add cell in timeslot: 4 channel offset: 2 in slotframe: 1
asn=0    	id=3   	Node	Add cell in timeslot: 2 channel offset: 4 in slotframe: 1
asn=0    	id=3   	Node	Add cell in timeslot: 3 channel offset: 4 in slotframe: 1
asn=0    	id=3   	TSCH	Node has joined TSCH [NODE]
asn=0    	id=3   	Node	update time source called [NODE]
asn=0    	id=3   	Main	Local repair method called from Manual Routing [ROUTING MANUAL]
asn=0    	id=3   	Node	scanning on channel=20...[NODE]
asn=0    	id=4   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=0    	id=4   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=0    	id=4   	TSCH	*** initializing leaf-and-forwarder scheduler, slotframe_size=7 [SCHEDULER NEW]
asn=0    	id=4   	Node	Slotframe number 1 added from node: 4 [NODE]
asn=0    	id=4   	Node	Add cell in timeslot: 0 channel offset: 0 in slotframe: 1
asn=0    	id=4   	TSCH	about to add cells at channel offset=5 called by node 4 [SCHEDULER NEW]
asn=0    	id=4   	Node	Add cell in timeslot: 5 channel offset: 2 in slotframe: 1
asn=0    	id=4   	Node	Add cell in timeslot: 4 channel offset: 5 in slotframe: 1
asn=0    	id=4   	Node	Add cell in timeslot: 5 channel offset: 5 in slotframe: 1
asn=0    	id=4   	TSCH	Node has joined TSCH [NODE]
asn=0    	id=4   	Node	update time source called [NODE]
asn=0    	id=4   	Main	Local repair method called from Manual Routing [ROUTING MANUAL]
asn=0    	id=4   	Node	scanning on channel=25...[NODE]
asn=0    	id=5   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=0    	id=5   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=0    	id=5   	TSCH	*** initializing leaf-and-forwarder scheduler, slotframe_size=7 [SCHEDULER NEW]
asn=0    	id=5   	Node	Slotframe number 1 added from node: 5 [NODE]
asn=0    	id=5   	Node	Add cell in timeslot: 0 channel offset: 0 in slotframe: 1
asn=0    	id=5   	TSCH	about to add cells at channel offset=6 called by node 5 [SCHEDULER NEW]
asn=0    	id=5   	Node	Add cell in timeslot: 6 channel offset: 3 in slotframe: 1
asn=0    	id=5   	TSCH	Node has joined TSCH [NODE]
asn=0    	id=5   	Node	update time source called [NODE]
asn=0    	id=5   	Main	Local repair method called from Manual Routing [ROUTING MANUAL]
asn=0    	id=5   	Node	scanning on channel=25...[NODE]
asn=0    	id=6   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=0    	id=6   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=0    	id=6   	TSCH	*** initializing leaf-and-forwarder scheduler, slotframe_size=7 [SCHEDULER NEW]
asn=0    	id=6   	Node	Slotframe number 1 added from node: 6 [NODE]
asn=0    	id=6   	Node	Add cell in timeslot: 0 channel offset: 0 in slotframe: 1
asn=0    	id=6   	TSCH	about to add cells at channel offset=1 called by node 6 [SCHEDULER NEW]
asn=0    	id=6   	Node	Add cell in timeslot: 1 channel offset: 3 in slotframe: 1
asn=0    	id=6   	TSCH	Node has joined TSCH [NODE]
asn=0    	id=6   	Node	update time source called [NODE]
asn=0    	id=6   	Main	Local repair method called from Manual Routing [ROUTING MANUAL]
asn=0    	id=6   	Node	scanning on channel=25...[NODE]
asn=0    	id=7   	TSCH	Schedule File Read successfully [SCHEDULER NEW]
asn=0    	id=7   	TSCH	Schedule File loaded into struct successfully [SCHEDULER NEW]
asn=0    	id=7   	TSCH	*** initializing leaf-and-forwarder scheduler, slotframe_size=7 [SCHEDULER NEW]
asn=0    	id=7   	Node	Slotframe number 1 added from node: 7 [NODE]
asn=0    	id=7   	Node	Add cell in timeslot: 0 channel offset: 0 in slotframe: 1
asn=0    	id=7   	TSCH	about to add cells at channel offset=2 called by node 7 [SCHEDULER NEW]
asn=0    	id=7   	Node	Add cell in timeslot: 2 channel offset: 4 in slotframe: 1
asn=0    	id=7   	TSCH	Node has joined TSCH [NODE]
asn=0    	id=7   	Node	update time source called [NODE]
asn=0    	id=7   	Main	Local repair method called from Manual Routing [ROUTING MANUAL]
asn=0    	id=7   	Node	scanning on channel=25...[NODE]
asn=7    	id=4   	Node	add neighbor id=1 [NODE]
asn=7    	id=4   	Node	Add_route called from ensure neighbor
asn=7    	id=4   	TSCH	joined/associated at 0.07 on receiving an EB packet from 1[NODE]
asn=7    	id=4   	TSCH	Node has joined TSCH in TSCH Associate [NODE]
asn=7    	id=4   	Node	update time source called [NODE]
asn=7    	id=4   	Main	On new time source method called from Manual Routing [ROUTING MANUAL]
asn=7    	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=7    	id=4   	Node	Start method called from Manual Routing for 4
asn=7    	id=4   	Node	Route File Read successfully [ROUTING MANUAL]
asn=7    	id=4   	Node	File loaded into struct successfully [ROUTING MANUAL]
asn=7    	id=4   	Node	Reading routes for Node 4 [ROUTING MANUAL]
asn=7    	id=4   	Node	Destination = 1, Nexthop = 1 [ROUTING MANUAL]
asn=7    	id=4   	Node	Route added to destination node id: 1 through next hop node id: 1 in the routing table of node: 4
asn=7    	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=7    	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=7    	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=7    	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=100  	id=2   	Node	scanning on channel=25...[NODE]
asn=100  	id=3   	Node	scanning on channel=25...[NODE]
asn=100  	id=5   	Node	scanning on channel=20...[NODE]
asn=100  	id=7   	Node	scanning on channel=20...[NODE]
asn=200  	id=6   	Node	scanning on channel=20...[NODE]
asn=200  	id=7   	Node	scanning on channel=25...[NODE]
asn=200  	id=2   	Node	scanning on channel=20...[NODE]
asn=200  	id=5   	Node	scanning on channel=25...[NODE]
asn=301  	id=5   	Node	scanning on channel=20...[NODE]
asn=301  	id=6   	Node	scanning on channel=25...[NODE]
asn=503  	id=2   	Node	scanning on channel=25...[NODE]
asn=604  	id=3   	Node	scanning on channel=20...[NODE]
asn=705  	id=3   	Node	scanning on channel=25...[NODE]
asn=705  	id=6   	Node	scanning on channel=20...[NODE]
asn=806  	id=6   	Node	scanning on channel=25...[NODE]
asn=806  	id=2   	Node	scanning on channel=20...[NODE]
asn=806  	id=5   	Node	scanning on channel=25...[NODE]
asn=907  	id=5   	Node	scanning on channel=20...[NODE]
asn=907  	id=2   	Node	scanning on channel=25...[NODE]
asn=907  	id=6   	Node	scanning on channel=20...[NODE]
asn=1008 	id=2   	Node	scanning on channel=20...[NODE]
asn=1008 	id=3   	Node	scanning on channel=20...[NODE]
asn=1008 	id=5   	Node	scanning on channel=25...[NODE]
asn=1008 	id=1   	Node	add neighbor id=4 [NODE]
asn=1008 	id=1   	Node	Add_route called from ensure neighbor
asn=1008 	id=4   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=1008 	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=1109 	id=6   	Node	scanning on channel=25...[NODE]
asn=1109 	id=2   	Node	scanning on channel=25...[NODE]
asn=1210 	id=2   	Node	scanning on channel=20...[NODE]
asn=1210 	id=3   	Node	scanning on channel=25...[NODE]
asn=1210 	id=7   	Node	scanning on channel=20...[NODE]
asn=1210 	id=5   	Node	scanning on channel=20...[NODE]
asn=1311 	id=7   	Node	scanning on channel=25...[NODE]
asn=1311 	id=3   	Node	scanning on channel=20...[NODE]
asn=1400 	id=2   	Node	add neighbor id=1 [NODE]
asn=1400 	id=2   	Node	Add_route called from ensure neighbor
asn=1400 	id=2   	TSCH	joined/associated at 14 on receiving an EB packet from 1[NODE]
asn=1400 	id=2   	TSCH	Node has joined TSCH in TSCH Associate [NODE]
asn=1400 	id=2   	Node	update time source called [NODE]
asn=1400 	id=2   	Main	On new time source method called from Manual Routing [ROUTING MANUAL]
asn=1400 	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=1400 	id=2   	Node	Start method called from Manual Routing for 2
asn=1400 	id=2   	Node	Route File Read successfully [ROUTING MANUAL]
asn=1400 	id=2   	Node	File loaded into struct successfully [ROUTING MANUAL]
asn=1400 	id=2   	Node	Reading routes for Node 2 [ROUTING MANUAL]
asn=1400 	id=2   	Node	Destination = 1, Nexthop = 1 [ROUTING MANUAL]
asn=1400 	id=2   	Node	Route added to destination node id: 1 through next hop node id: 1 in the routing table of node: 2
asn=1400 	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=1400 	id=2   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=1400 	id=3   	Node	add neighbor id=1 [NODE]
asn=1400 	id=3   	Node	Add_route called from ensure neighbor
asn=1400 	id=3   	TSCH	joined/associated at 14 on receiving an EB packet from 1[NODE]
asn=1400 	id=3   	TSCH	Node has joined TSCH in TSCH Associate [NODE]
asn=1400 	id=3   	Node	update time source called [NODE]
asn=1400 	id=3   	Main	On new time source method called from Manual Routing [ROUTING MANUAL]
asn=1400 	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=1400 	id=3   	Node	Start method called from Manual Routing for 3
asn=1400 	id=3   	Node	Route File Read successfully [ROUTING MANUAL]
asn=1400 	id=3   	Node	File loaded into struct successfully [ROUTING MANUAL]
asn=1400 	id=3   	Node	Reading routes for Node 3 [ROUTING MANUAL]
asn=1400 	id=3   	Node	Destination = 1, Nexthop = 1 [ROUTING MANUAL]
asn=1400 	id=3   	Node	Route added to destination node id: 1 through next hop node id: 1 in the routing table of node: 3
asn=1400 	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=1400 	id=3   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=1400 	id=4   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=1400 	id=1   	Main	On tx method called from Manual Routing [ROUTING MANUAL]
asn=1400 	id=1   	TSCH	On new time source called from New Scheduler [SCHEDULER NEW]
asn=1513 	id=5   	Node	scanning on channel=25...[NODE]
asn=1513 	id=6   	Node	scanning on channel=20...[NODE]
asn=1613 	id=6   	Node	scanning on channel=25...[NODE]
